Country Code,Country Name,Region,Income Group,Year,% of female pop. age 25+ with no education,% of female pop. age 25+ with primary schooling,% of female pop. age 25+ with secondary schooling,% of female pop. age 25+ with tertiary schooling,% of pop. age 25+ with no education,% of pop. age 25+ with primary schooling,% of pop. age 25+ with secondary schooling,% of pop. age 25+ with tertiary schooling,"Avg. years of primary schooling, age 25+, female","Avg. years of primary schooling, age 25+, total","Avg. years of secondary schooling, age 25+, female","Avg. years of secondary schooling, age 25+, total","Avg. years of tertiary schooling, age 25+, female","Avg. years of tertiary schooling, age 25+, total","Avg. years of total schooling, age 25+, female","Avg. years of total schooling, age 25+, total","Pop. in thousands, age 25+, female","Pop. in thousands, age 25+, total",Life Expectancy at birth
LKA,Sri Lanka,South Asia,Lower middle income,1985,20.25,24.22,22.09,1.26,14.38,26.18,23.74,1.55,4.81,5.19,1.53,1.66,0.06,0.08,6.41,6.93,3578.0,7481.0,69.079
LKA,Sri Lanka,South Asia,Lower middle income,1990,16.51,21.36,27.57,2.82,12.05,22.73,28.96,3.1,5.35,5.66,1.87,1.98,0.14,0.15,7.37,7.79,4149.0,8610.0,69.509
LKA,Sri Lanka,South Asia,Lower middle income,1995,14.55,16.09,33.78,5.48,11.3,17.01,34.88,5.59,5.78,6.02,2.29,2.36,0.28,0.28,8.34,8.65,4731.0,9751.0,69.259
LKA,Sri Lanka,South Asia,Lower middle income,2000,12.7,10.2,40.4,9.12,10.4,10.8,41.2,9.0,5.91,6.09,3.07,3.12,0.46,0.45,9.43,9.65,5298.0,10851.0,71.333
LKA,Sri Lanka,South Asia,Lower middle income,2005,9.98,11.42,30.84,9.63,7.79,11.94,31.67,9.42,5.99,6.15,3.16,3.21,0.48,0.47,9.63,9.83,5904.0,12028.0,74.695
LKA,Sri Lanka,South Asia,Lower middle income,2010,7.41,12.97,15.36,9.84,5.4,13.58,15.54,9.52,5.93,6.08,3.17,3.21,0.49,0.47,9.6,9.76,6527.0,13239.0,75.439
LSO,Lesotho,Sub-Saharan Africa,Lower middle income,1970,26.78,8.85,1.39,0.03,35.31,8.32,2.24,0.06,3.36,3.04,0.09,0.14,0.0,0.0,3.45,3.18,221.0,374.0,50.584
LSO,Lesotho,Sub-Saharan Africa,Lower middle income,1975,24.8,10.2,2.96,0.06,34.3,9.1,4.03,0.06,3.56,3.18,0.17,0.22,0.0,0.0,3.74,3.41,246.0,412.0,53.367
LSO,Lesotho,Sub-Saharan Africa,Lower middle income,1980,18.65,9.19,5.12,0.08,29.92,7.52,5.81,0.12,3.86,3.37,0.29,0.32,0.0,0.01,4.15,3.69,273.0,458.0,56.702
LSO,Lesotho,Sub-Saharan Africa,Lower middle income,1985,14.84,11.25,7.74,0.32,26.27,8.88,7.88,0.32,4.22,3.67,0.44,0.44,0.02,0.02,4.67,4.12,308.0,523.0,59.309
LSO,Lesotho,Sub-Saharan Africa,Lower middle income,1990,11.88,13.71,11.61,0.47,22.97,10.79,11.09,0.48,4.61,4.02,0.65,0.62,0.02,0.02,5.28,4.66,333.0,565.0,59.837
LSO,Lesotho,Sub-Saharan Africa,Lower middle income,1995,10.25,17.34,16.03,0.65,20.49,13.24,14.77,0.65,4.91,4.28,0.88,0.81,0.03,0.03,5.82,5.13,352.0,599.0,55.782
LSO,Lesotho,Sub-Saharan Africa,Lower middle income,2000,8.57,20.15,21.26,0.86,17.85,15.2,19.38,0.88,5.2,4.57,1.16,1.06,0.04,0.04,6.4,5.67,382.0,637.0,47.691
LSO,Lesotho,Sub-Saharan Africa,Lower middle income,2005,4.85,20.52,34.26,1.16,12.43,15.98,30.67,1.19,5.76,5.15,1.81,1.63,0.06,0.06,7.63,6.85,381.0,641.0,42.658
LSO,Lesotho,Sub-Saharan Africa,Lower middle income,2010,7.61,25.72,13.58,1.25,15.69,19.93,12.65,1.21,5.24,4.63,1.01,0.94,0.06,0.06,6.31,5.63,378.0,653.0,45.1
LTU,Lithuania,Europe & Central Asia,High income: nonOECD,1970,28.1,31.83,15.48,3.08,24.22,35.43,16.82,4.03,2.73,2.95,1.84,2.03,0.17,0.2,4.74,5.19,1024.0,1836.0,70.8043902439024
LTU,Lithuania,Europe & Central Asia,High income: nonOECD,1975,22.76,33.64,19.53,4.07,18.87,33.49,21.08,5.06,3.04,3.2,2.31,2.53,0.22,0.26,5.56,5.98,1078.0,1936.0,70.8673170731707
LTU,Lithuania,Europe & Central Asia,High income: nonOECD,1980,19.02,28.66,24.53,5.24,15.44,27.7,26.55,6.06,3.18,3.31,2.79,3.04,0.28,0.31,6.25,6.66,1130.0,2037.0,70.4821951219512
LTU,Lithuania,Europe & Central Asia,High income: nonOECD,1985,15.23,22.26,31.61,6.76,12.04,20.84,34.14,7.48,3.3,3.42,3.36,3.61,0.35,0.37,7.0,7.4,1192.0,2152.0,70.5012195121951
LTU,Lithuania,Europe & Central Asia,High income: nonOECD,1990,11.7,16.55,38.87,7.99,9.1,15.78,41.44,8.5,3.8,3.99,3.64,3.83,0.41,0.42,7.85,8.25,1269.0,2310.0,71.1607317073171
LTU,Lithuania,Europe & Central Asia,High income: nonOECD,1995,8.73,13.43,44.99,9.13,6.72,12.01,47.66,9.28,4.31,4.51,3.93,4.06,0.46,0.46,8.7,9.03,1279.0,2321.0,69.0063414634147
LTU,Lithuania,Europe & Central Asia,High income: nonOECD,2000,4.54,11.01,49.55,11.17,3.53,9.23,51.95,11.06,4.88,5.05,4.2,4.26,0.56,0.54,9.64,9.86,1280.0,2312.0,72.0195121951219
LTU,Lithuania,Europe & Central Asia,High income: nonOECD,2005,0.56,11.46,47.42,17.88,0.5,9.15,50.59,17.45,5.19,5.33,4.44,4.5,0.9,0.86,10.53,10.69,1287.0,2317.0,71.2536585365854
LTU,Lithuania,Europe & Central Asia,High income: nonOECD,2010,0.0,8.79,46.75,21.4,0.0,6.93,52.38,19.93,5.3,5.43,4.59,4.63,1.08,0.98,10.97,11.05,1309.0,2359.0,73.2682926829268
LUX,Luxembourg,Europe & Central Asia,High income: OECD,1970,26.6,33.25,9.0,1.58,25.77,29.8,12.57,3.41,3.93,4.04,1.2,1.63,0.09,0.17,5.21,5.85,112.0,217.0,69.9834634146341
LUX,Luxembourg,Europe & Central Asia,High income: OECD,1975,1.18,42.64,12.9,2.59,1.17,38.46,17.17,5.04,5.28,5.37,1.74,2.25,0.14,0.26,7.16,7.88,117.0,230.0,70.7576097560976
LUX,Luxembourg,Europe & Central Asia,High income: OECD,1980,1.46,40.58,14.83,3.26,1.47,36.35,19.07,5.92,5.33,5.42,1.98,2.5,0.18,0.3,7.5,8.22,124.0,238.0,72.0726097560976
LUX,Luxembourg,Europe & Central Asia,High income: OECD,1985,1.89,37.82,17.56,4.09,1.94,33.65,21.71,6.65,5.38,5.46,2.28,2.78,0.22,0.34,7.88,8.58,131.0,247.0,73.585756097561
LUX,Luxembourg,Europe & Central Asia,High income: OECD,1990,2.73,34.03,20.94,5.29,2.79,30.66,24.63,7.46,5.4,5.46,2.64,3.07,0.28,0.38,8.32,8.92,134.0,261.0,75.0104146341463
LUX,Luxembourg,Europe & Central Asia,High income: OECD,1995,3.63,31.16,22.87,6.79,3.77,27.51,26.74,8.99,5.42,5.48,2.94,3.39,0.35,0.46,8.72,9.32,144.0,277.0,76.5121951219512
LUX,Luxembourg,Europe & Central Asia,High income: OECD,2000,4.56,27.1,24.97,8.63,4.75,23.78,28.51,10.58,5.42,5.46,3.29,3.68,0.45,0.54,9.16,9.68,157.0,303.0,77.8731707317073
LUX,Luxembourg,Europe & Central Asia,High income: OECD,2005,5.1,22.87,26.52,11.73,5.18,19.76,28.93,14.42,5.45,5.49,3.71,4.08,0.6,0.73,9.76,10.3,170.0,326.0,79.4317073170732
LUX,Luxembourg,Europe & Central Asia,High income: OECD,2010,5.09,18.3,25.73,17.53,4.87,15.2,27.15,21.21,5.5,5.55,4.21,4.6,0.89,1.06,10.6,11.22,181.0,348.0,80.6317073170732
LVA,Latvia,Europe & Central Asia,High income: nonOECD,1970,5.55,23.39,9.47,4.08,4.97,25.07,10.37,5.23,2.99,3.08,1.67,1.81,0.22,0.26,4.88,5.15,873.0,1520.0,69.8353658536586
LVA,Latvia,Europe & Central Asia,High income: nonOECD,1975,1.81,27.35,11.7,4.88,1.29,28.75,12.72,6.14,3.27,3.35,2.01,2.15,0.26,0.31,5.54,5.82,895.0,1570.0,68.9253658536585
LVA,Latvia,Europe & Central Asia,High income: nonOECD,1980,1.49,27.74,14.57,5.97,1.04,29.08,15.57,7.0,3.41,3.48,2.37,2.49,0.32,0.36,6.09,6.33,916.0,1613.0,68.8085365853659
LVA,Latvia,Europe & Central Asia,High income: nonOECD,1985,1.18,26.92,18.1,7.34,0.81,28.03,19.08,8.22,3.54,3.61,2.8,2.91,0.38,0.41,6.72,6.92,944.0,1665.0,69.2914634146342
LVA,Latvia,Europe & Central Asia,High income: nonOECD,1990,0.9,19.3,21.87,8.44,0.6,21.2,22.82,9.06,3.91,4.04,3.01,3.07,0.43,0.45,7.35,7.56,983.0,1761.0,69.2731707317073
LVA,Latvia,Europe & Central Asia,High income: nonOECD,1995,0.58,16.32,30.3,9.5,0.42,16.42,31.6,9.68,4.54,4.67,3.72,3.75,0.48,0.48,8.74,8.89,928.0,1645.0,66.3912195121951
LVA,Latvia,Europe & Central Asia,High income: nonOECD,2000,0.68,11.6,34.56,10.27,0.67,12.32,35.69,9.87,4.94,5.09,3.98,3.9,0.52,0.49,9.43,9.47,914.0,1609.0,70.3146341463415
LVA,Latvia,Europe & Central Asia,High income: nonOECD,2005,0.29,4.78,40.68,11.29,0.26,4.22,42.35,10.75,5.11,5.26,4.41,4.37,0.57,0.53,10.09,10.15,912.0,1610.0,71.3560975609756
LVA,Latvia,Europe & Central Asia,High income: nonOECD,2010,0.24,3.74,41.69,13.33,0.22,3.43,43.49,12.23,5.11,5.23,4.69,4.64,0.67,0.6,10.47,10.48,915.0,1623.0,73.4829268292683
MAC,"Macao SAR, China",East Asia & Pacific,High income: nonOECD,1970,33.7,32.9,3.14,0.53,26.9,35.84,4.29,0.92,2.76,3.1,0.34,0.47,0.03,0.05,3.13,3.62,49.0,95.0,69.36
MAC,"Macao SAR, China",East Asia & Pacific,High income: nonOECD,1975,28.58,33.29,4.62,1.0,21.27,35.91,6.0,1.62,3.04,3.41,0.53,0.69,0.05,0.08,3.62,4.19,54.0,107.0,71.887
MAC,"Macao SAR, China",East Asia & Pacific,High income: nonOECD,1980,24.37,32.25,6.09,1.66,17.39,34.23,7.64,2.37,3.27,3.63,0.72,0.91,0.09,0.12,4.08,4.67,64.0,131.0,73.974
MAC,"Macao SAR, China",East Asia & Pacific,High income: nonOECD,1985,21.91,30.46,7.39,2.45,15.05,31.98,9.1,3.26,3.42,3.78,0.9,1.11,0.13,0.16,4.45,5.06,83.0,168.0,75.702
MAC,"Macao SAR, China",East Asia & Pacific,High income: nonOECD,1990,18.8,28.8,9.1,3.05,13.1,29.7,10.6,3.92,3.64,3.95,1.13,1.32,0.16,0.2,4.92,5.46,112.0,219.0,77.296
MAC,"Macao SAR, China",East Asia & Pacific,High income: nonOECD,1995,14.72,27.62,12.42,3.87,10.37,28.54,13.87,4.78,3.87,4.11,1.38,1.55,0.19,0.24,5.45,5.89,130.0,251.0,78.925
MAC,"Macao SAR, China",East Asia & Pacific,High income: nonOECD,2000,11.1,25.9,16.3,6.17,7.6,26.6,18.2,6.88,4.09,4.28,1.74,1.9,0.31,0.34,6.14,6.52,147.0,282.0,80.407
MAC,"Macao SAR, China",East Asia & Pacific,High income: nonOECD,2005,8.99,22.22,21.89,7.77,6.15,22.54,23.11,8.57,4.27,4.42,2.15,2.28,0.39,0.42,6.81,7.13,164.0,306.0,81.523
MAC,"Macao SAR, China",East Asia & Pacific,High income: nonOECD,2010,5.13,17.73,28.44,11.73,3.75,17.83,28.73,12.33,4.57,4.64,2.79,2.84,0.59,0.61,7.95,8.09,180.0,338.0,82.704
MAF,St. Martin (French part),Latin America & Caribbean,High income: nonOECD,1970,,,,,,,,,,,,,,,,,,,
MAF,St. Martin (French part),Latin America & Caribbean,High income: nonOECD,1975,,,,,,,,,,,,,,,,,,,
MAF,St. Martin (French part),Latin America & Caribbean,High income: nonOECD,1980,,,,,,,,,,,,,,,,,,,
MAF,St. Martin (French part),Latin America & Caribbean,High income: nonOECD,1985,,,,,,,,,,,,,,,,,,,72.6682926829268
MAF,St. Martin (French part),Latin America & Caribbean,High income: nonOECD,1990,,,,,,,,,,,,,,,,,,,74.5219512195122
MAF,St. Martin (French part),Latin America & Caribbean,High income: nonOECD,1995,,,,,,,,,,,,,,,,,,,75.9707317073171
MAF,St. Martin (French part),Latin America & Caribbean,High income: nonOECD,2000,,,,,,,,,,,,,,,,,,,76.9707317073171
MAF,St. Martin (French part),Latin America & Caribbean,High income: nonOECD,2005,,,,,,,,,,,,,,,,,,,77.8707317073171
MAF,St. Martin (French part),Latin America & Caribbean,High income: nonOECD,2010,,,,,,,,,,,,,,,,,,,78.7219512195122
MAR,Morocco,Middle East & North Africa,Lower middle income,1970,96.3,0.75,0.92,0.0,95.26,1.26,1.54,0.0,0.18,0.33,0.13,0.23,0.0,0.01,0.31,0.57,2799.0,5468.0,52.572
MAR,Morocco,Middle East & North Africa,Lower middle income,1975,93.92,1.13,1.32,0.16,89.18,1.75,2.48,0.37,0.27,0.48,0.2,0.36,0.01,0.02,0.49,0.86,3041.0,5824.0,54.492
MAR,Morocco,Middle East & North Africa,Lower middle income,1980,91.24,1.83,1.84,0.2,84.16,3.55,2.88,0.39,0.39,0.68,0.29,0.45,0.02,0.04,0.71,1.17,3650.0,7189.0,57.56
MAR,Morocco,Middle East & North Africa,Lower middle income,1985,87.67,3.08,2.42,1.03,78.47,5.69,3.41,1.91,0.56,0.93,0.39,0.59,0.05,0.1,1.0,1.62,4324.0,8460.0,61.469
MAR,Morocco,Middle East & North Africa,Lower middle income,1990,83.51,4.61,3.3,1.61,73.19,7.75,4.25,2.97,0.76,1.19,0.54,0.78,0.08,0.15,1.38,2.11,5070.0,9833.0,64.732
MAR,Morocco,Middle East & North Africa,Lower middle income,1995,78.63,6.67,4.26,2.38,67.29,10.61,5.15,4.1,1.0,1.48,0.71,0.98,0.12,0.2,1.83,2.66,5861.0,11374.0,66.846
MAR,Morocco,Middle East & North Africa,Lower middle income,2000,73.1,9.19,5.32,3.2,60.75,14.25,6.25,5.12,1.27,1.82,0.9,1.19,0.16,0.25,2.33,3.26,6799.0,13199.0,68.684
MAR,Morocco,Middle East & North Africa,Lower middle income,2005,68.38,11.17,6.8,3.7,55.39,17.01,7.93,5.64,1.52,2.11,1.09,1.4,0.19,0.28,2.79,3.79,7829.0,15211.0,71.746
MAR,Morocco,Middle East & North Africa,Lower middle income,2010,63.94,13.21,8.13,4.32,50.89,19.69,9.19,6.27,1.75,2.35,1.27,1.57,0.22,0.31,3.23,4.24,8961.0,17442.0,74.382
MCO,Monaco,Europe & Central Asia,High income: nonOECD,1970,,,,,,,,,,,,,,,,,,,
MCO,Monaco,Europe & Central Asia,High income: nonOECD,1975,,,,,,,,,,,,,,,,,,,
MCO,Monaco,Europe & Central Asia,High income: nonOECD,1980,,,,,,,,,,,,,,,,,,,
MCO,Monaco,Europe & Central Asia,High income: nonOECD,1985,,,,,,,,,,,,,,,,,,,
MCO,Monaco,Europe & Central Asia,High income: nonOECD,1990,,,,,,,,,,,,,,,,,,,
MCO,Monaco,Europe & Central Asia,High income: nonOECD,1995,,,,,,,,,,,,,,,,,,,
MCO,Monaco,Europe & Central Asia,High income: nonOECD,2000,,,,,,,,,,,,,,,,,,,
MCO,Monaco,Europe & Central Asia,High income: nonOECD,2005,,,,,,,,,,,,,,,,,,,
MCO,Monaco,Europe & Central Asia,High income: nonOECD,2010,,,,,,,,,,,,,,,,,,,
MDA,Moldova,Europe & Central Asia,Lower middle income,1970,40.32,10.08,10.89,3.05,33.75,11.5,12.03,4.14,2.01,2.26,1.86,2.12,0.16,0.21,4.03,4.59,1038.0,1858.0,65.045
MDA,Moldova,Europe & Central Asia,Lower middle income,1975,34.1,9.95,14.42,3.85,27.71,11.22,15.92,5.02,2.29,2.54,2.36,2.66,0.21,0.26,4.86,5.46,1105.0,1980.0,65.209
MDA,Moldova,Europe & Central Asia,Lower middle income,1980,27.73,9.5,19.23,4.96,21.93,10.35,21.18,6.0,2.6,2.84,2.97,3.29,0.26,0.31,5.83,6.44,1208.0,2190.0,64.951
MDA,Moldova,Europe & Central Asia,Lower middle income,1985,21.88,8.76,25.41,6.07,16.9,9.18,27.31,6.98,2.89,3.1,3.58,3.89,0.31,0.35,6.79,7.34,1302.0,2381.0,66.33
MDA,Moldova,Europe & Central Asia,Lower middle income,1990,16.8,8.11,31.79,6.9,12.7,8.15,33.09,7.6,3.14,3.31,4.13,4.4,0.35,0.38,7.62,8.09,1373.0,2513.0,67.643
MDA,Moldova,Europe & Central Asia,Lower middle income,1995,11.96,7.77,36.33,7.52,8.86,7.55,37.9,7.84,3.35,3.49,4.54,4.79,0.38,0.39,8.27,8.67,1361.0,2500.0,66.867
MDA,Moldova,Europe & Central Asia,Lower middle income,2000,8.42,7.47,39.68,8.18,6.1,6.97,41.42,8.19,3.51,3.62,4.86,5.09,0.41,0.4,8.78,9.11,1321.0,2443.0,67.006
MDA,Moldova,Europe & Central Asia,Lower middle income,2005,5.67,6.69,44.1,9.07,4.1,6.05,45.2,8.96,3.65,3.73,5.23,5.4,0.45,0.44,9.33,9.57,1262.0,2337.0,67.82
MDA,Moldova,Europe & Central Asia,Lower middle income,2010,1.5,3.85,53.57,11.99,1.11,2.83,57.44,11.51,3.89,3.91,6.04,6.18,0.6,0.57,10.53,10.66,1263.0,2339.0,69.616
MDG,Madagascar,Sub-Saharan Africa,Low income,1970,,,,,,,,,,,,,,,,,,,44.771
MDG,Madagascar,Sub-Saharan Africa,Low income,1975,,,,,,,,,,,,,,,,,,,47.094
MDG,Madagascar,Sub-Saharan Africa,Low income,1980,,,,,,,,,,,,,,,,,,,49.005
MDG,Madagascar,Sub-Saharan Africa,Low income,1985,,,,,,,,,,,,,,,,,,,49.694
MDG,Madagascar,Sub-Saharan Africa,Low income,1990,,,,,,,,,,,,,,,,,,,51.003
MDG,Madagascar,Sub-Saharan Africa,Low income,1995,,,,,,,,,,,,,,,,,,,54.616
MDG,Madagascar,Sub-Saharan Africa,Low income,2000,,,,,,,,,,,,,,,,,,,58.485
MDG,Madagascar,Sub-Saharan Africa,Low income,2005,,,,,,,,,,,,,,,,,,,61.212
MDG,Madagascar,Sub-Saharan Africa,Low income,2010,,,,,,,,,,,,,,,,,,,63.388
MDV,Maldives,South Asia,Upper middle income,1970,49.54,7.13,24.58,0.03,45.93,7.88,28.42,0.1,2.07,2.29,1.5,1.75,0.0,0.01,3.58,4.04,22.0,48.0,44.142
MDV,Maldives,South Asia,Upper middle income,1975,47.58,7.77,25.35,0.04,43.81,8.45,29.46,0.12,2.16,2.39,1.55,1.82,0.0,0.01,3.72,4.22,24.0,52.0,48.25
MDV,Maldives,South Asia,Upper middle income,1980,43.84,8.86,26.62,0.14,40.71,9.36,30.56,0.2,2.33,2.54,1.65,1.92,0.01,0.02,3.99,4.47,28.0,60.0,53.046
MDV,Maldives,South Asia,Upper middle income,1985,40.81,9.67,27.53,0.17,38.54,10.07,31.33,0.28,2.46,2.64,1.72,1.98,0.01,0.02,4.19,4.65,32.0,67.0,57.424
MDV,Maldives,South Asia,Upper middle income,1990,46.68,8.87,19.5,0.23,43.9,9.61,21.92,0.35,2.22,2.41,1.4,1.6,0.02,0.03,3.63,4.04,36.0,74.0,61.529
MDV,Maldives,South Asia,Upper middle income,1995,50.32,8.95,11.71,0.23,47.41,9.96,13.22,0.35,2.06,2.24,1.09,1.24,0.02,0.03,3.17,3.51,42.0,90.0,65.923
MDV,Maldives,South Asia,Upper middle income,2000,51.52,10.48,4.31,0.11,49.38,11.45,5.17,0.24,1.99,2.13,0.78,0.89,0.02,0.03,2.79,3.05,48.0,103.0,70.173
MDV,Maldives,South Asia,Upper middle income,2005,43.02,14.09,3.05,0.32,39.18,15.14,4.0,0.44,2.09,2.31,0.54,0.72,0.03,0.05,2.66,3.07,59.0,122.0,73.612
MDV,Maldives,South Asia,Upper middle income,2010,32.1,15.6,7.8,0.28,29.47,16.54,8.65,0.36,2.77,2.93,1.27,1.41,0.03,0.04,4.07,4.38,73.0,150.0,75.905
MEX,Mexico,Latin America & Caribbean,Upper middle income,1970,43.92,13.76,2.68,0.82,37.45,14.17,3.17,1.8,1.96,2.15,0.55,0.66,0.04,0.08,2.55,2.89,9046.0,17661.0,61.362
MEX,Mexico,Latin America & Caribbean,Upper middle income,1975,40.3,15.77,3.63,1.35,36.12,15.62,3.68,2.71,2.17,2.3,0.76,0.9,0.07,0.13,3.0,3.33,10416.0,20283.0,63.922
MEX,Mexico,Latin America & Caribbean,Upper middle income,1980,37.1,18.0,4.56,1.93,34.2,17.2,4.61,3.93,2.47,2.6,0.9,1.13,0.09,0.18,3.47,3.92,12223.0,23688.0,66.553
MEX,Mexico,Latin America & Caribbean,Upper middle income,1985,30.54,18.87,7.05,2.8,27.55,18.65,6.9,4.85,2.94,3.1,1.26,1.48,0.13,0.23,4.33,4.8,14459.0,27857.0,68.809
MEX,Mexico,Latin America & Caribbean,Upper middle income,1990,24.71,19.36,9.46,3.75,22.01,19.34,9.09,5.59,3.37,3.52,1.59,1.77,0.18,0.27,5.14,5.56,17104.0,32758.0,70.866
MEX,Mexico,Latin America & Caribbean,Upper middle income,1995,19.59,20.56,11.57,5.53,17.2,20.38,11.95,7.55,3.82,3.98,1.94,2.15,0.26,0.35,6.03,6.48,20346.0,38773.0,72.598
MEX,Mexico,Latin America & Caribbean,Upper middle income,2000,15.35,19.36,13.47,7.16,13.44,19.34,13.13,9.14,4.15,4.3,2.22,2.39,0.34,0.42,6.71,7.11,24273.0,46203.0,74.34
MEX,Mexico,Latin America & Caribbean,Upper middle income,2005,12.0,19.44,15.84,9.13,10.21,18.96,15.35,11.24,4.52,4.64,2.58,2.73,0.43,0.52,7.53,7.89,28177.0,53573.0,75.3
MEX,Mexico,Latin America & Caribbean,Upper middle income,2010,10.55,19.13,14.64,12.11,9.34,18.43,14.87,13.08,4.74,4.82,2.78,2.89,0.57,0.62,8.09,8.33,31860.0,60528.0,75.065
MHL,Marshall Islands,East Asia & Pacific,Upper middle income,1970,,,,,,,,,,,,,,,,,,,
MHL,Marshall Islands,East Asia & Pacific,Upper middle income,1975,,,,,,,,,,,,,,,,,,,
MHL,Marshall Islands,East Asia & Pacific,Upper middle income,1980,,,,,,,,,,,,,,,,,,,
MHL,Marshall Islands,East Asia & Pacific,Upper middle income,1985,,,,,,,,,,,,,,,,,,,
MHL,Marshall Islands,East Asia & Pacific,Upper middle income,1990,,,,,,,,,,,,,,,,,,,
MHL,Marshall Islands,East Asia & Pacific,Upper middle income,1995,,,,,,,,,,,,,,,,,,,
MHL,Marshall Islands,East Asia & Pacific,Upper middle income,2000,,,,,,,,,,,,,,,,,,,65.2390243902439
MHL,Marshall Islands,East Asia & Pacific,Upper middle income,2005,,,,,,,,,,,,,,,,,,,
MHL,Marshall Islands,East Asia & Pacific,Upper middle income,2010,,,,,,,,,,,,,,,,,,,
MKD,"Macedonia, FYR",Europe & Central Asia,Upper middle income,1970,,,,,,,,,,,,,,,,,,,
MKD,"Macedonia, FYR",Europe & Central Asia,Upper middle income,1975,,,,,,,,,,,,,,,,,,,
MKD,"Macedonia, FYR",Europe & Central Asia,Upper middle income,1980,,,,,,,,,,,,,,,,,,,
MKD,"Macedonia, FYR",Europe & Central Asia,Upper middle income,1985,,,,,,,,,,,,,,,,,,,
MKD,"Macedonia, FYR",Europe & Central Asia,Upper middle income,1990,,,,,,,,,,,,,,,,,,,
MKD,"Macedonia, FYR",Europe & Central Asia,Upper middle income,1995,,,,,,,,,,,,,,,,,,,
MKD,"Macedonia, FYR",Europe & Central Asia,Upper middle income,2000,,,,,,,,,,,,,,,,,,,
MKD,"Macedonia, FYR",Europe & Central Asia,Upper middle income,2005,,,,,,,,,,,,,,,,,,,
MKD,"Macedonia, FYR",Europe & Central Asia,Upper middle income,2010,,,,,,,,,,,,,,,,,,,
MLI,Mali,Sub-Saharan Africa,Low income,1970,98.5,0.18,0.06,0.04,95.88,0.6,0.19,0.12,0.06,0.16,0.01,0.03,0.0,0.01,0.07,0.2,1005.0,1956.0,32.388
MLI,Mali,Sub-Saharan Africa,Low income,1975,98.1,0.4,0.08,0.06,95.4,0.8,0.25,0.13,0.08,0.19,0.01,0.04,0.0,0.01,0.1,0.23,1132.0,2207.0,35.921
MLI,Mali,Sub-Saharan Africa,Low income,1980,96.33,0.79,0.17,0.06,92.72,1.52,0.44,0.2,0.15,0.3,0.02,0.06,0.0,0.01,0.17,0.38,1237.0,2392.0,39.677
MLI,Mali,Sub-Saharan Africa,Low income,1985,94.13,1.14,0.26,0.08,89.34,2.06,0.78,0.24,0.22,0.43,0.03,0.1,0.0,0.01,0.26,0.54,1358.0,2607.0,43.17
MLI,Mali,Sub-Saharan Africa,Low income,1990,91.53,1.9,0.48,0.11,86.48,2.8,1.16,0.33,0.34,0.56,0.06,0.14,0.01,0.02,0.4,0.72,1502.0,2866.0,45.746
MLI,Mali,Sub-Saharan Africa,Low income,1995,89.15,2.88,0.61,0.13,83.64,3.78,1.29,0.41,0.45,0.69,0.07,0.17,0.01,0.02,0.52,0.88,1687.0,3206.0,46.573
MLI,Mali,Sub-Saharan Africa,Low income,2000,87.24,4.06,0.68,0.17,81.58,4.68,1.41,0.49,0.55,0.8,0.08,0.19,0.01,0.02,0.63,1.01,1913.0,3629.0,48.069
MLI,Mali,Sub-Saharan Africa,Low income,2005,85.52,5.44,0.75,0.29,79.83,5.5,1.5,0.7,0.65,0.9,0.1,0.22,0.01,0.04,0.77,1.16,2229.0,4253.0,52.057
MLI,Mali,Sub-Saharan Africa,Low income,2010,81.58,3.78,3.76,1.7,81.37,3.23,3.58,1.27,0.99,0.96,0.54,0.48,0.09,0.06,1.62,1.5,2596.0,4984.0,55.251
MLT,Malta,Middle East & North Africa,High income: nonOECD,1970,24.16,26.16,10.26,0.85,23.55,26.26,12.61,2.4,3.58,3.74,1.1,1.41,0.05,0.11,4.72,5.26,85.0,159.0,71.3052926829268
MLT,Malta,Middle East & North Africa,High income: nonOECD,1975,25.62,34.47,11.71,1.4,24.26,33.24,14.26,3.31,3.88,4.04,1.31,1.65,0.08,0.16,5.27,5.85,94.0,175.0,72.2810975609756
MLT,Malta,Middle East & North Africa,High income: nonOECD,1980,27.85,32.2,17.32,1.91,26.25,30.76,19.25,4.1,3.94,4.1,1.75,2.09,0.1,0.19,5.79,6.38,102.0,190.0,73.0778536585366
MLT,Malta,Middle East & North Africa,High income: nonOECD,1985,23.26,31.29,21.98,2.34,21.9,29.51,24.53,4.35,4.3,4.45,2.26,2.63,0.11,0.2,6.67,7.27,109.0,210.0,74.7581463414634
MLT,Malta,Middle East & North Africa,High income: nonOECD,1990,21.07,28.56,27.01,3.15,19.44,26.72,29.51,5.21,4.51,4.67,2.77,3.13,0.14,0.23,7.42,8.03,116.0,224.0,76.7860731707317
MLT,Malta,Middle East & North Africa,High income: nonOECD,1995,18.25,25.36,32.5,4.3,16.92,23.95,34.3,6.25,4.73,4.86,3.28,3.58,0.19,0.27,8.19,8.71,123.0,239.0,77.290243902439
MLT,Malta,Middle East & North Africa,High income: nonOECD,2000,13.34,24.15,25.0,5.47,11.9,22.64,27.27,7.26,5.04,5.17,3.49,3.8,0.24,0.31,8.77,9.28,130.0,254.0,78.3487804878049
